country,continent,year,life_expectancy,population_millions,gdp_per_capita
Mongolia,Asia,1992,61.271,2.312802,1785.402016
Mongolia,Asia,1997,63.625,2.494803,1902.2521
Mongolia,Asia,2002,65.033,2.674234,2140.739323
Mongolia,Asia,2007,66.803,2.874127,3095.772271
Montenegro,Europe,1952,59.164,0.413834,2647.585601
Montenegro,Europe,1957,61.448,0.442829,3682.259903
Montenegro,Europe,1962,63.728,0.474528,4649.593785
Montenegro,Europe,1967,67.178,0.501035,5907.850937
Montenegro,Europe,1972,70.636,0.527678,7778.414017
Montenegro,Europe,1977,73.066,0.560073,9595.929905
Montenegro,Europe,1982,74.101,0.562548,11222.58762
Montenegro,Europe,1987,74.865,0.569473,11732.51017
Montenegro,Europe,1992,75.435,0.621621,7003.339037
Montenegro,Europe,1997,75.445,0.692651,6465.613349
Montenegro,Europe,2002,73.981,0.72023,6557.194282
Montenegro,Europe,2007,74.543,0.684736,9253.896111
Morocco,Africa,1952,42.873,9.939217,1688.20357
Morocco,Africa,1957,45.423,11.40635,1642.002314
Morocco,Africa,1962,47.924,13.056604,1566.353493
Morocco,Africa,1967,50.335,14.770296,1711.04477
Morocco,Africa,1972,52.862,16.66067,1930.194975
Morocco,Africa,1977,55.73,18.396941,2370.619976
Morocco,Africa,1982,59.65,20.19873,2702.620356
Morocco,Africa,1987,62.677,22.987397,2755.046991
Morocco,Africa,1992,65.393,25.798239,2948.047252
Morocco,Africa,1997,67.66,28.529501,2982.101858
Morocco,Africa,2002,69.615,31.167783,3258.495584
Morocco,Africa,2007,71.164,33.757175,3820.17523
Mozambique,Africa,1952,31.286,6.446316,468.5260381
Mozambique,Africa,1957,33.779,7.038035,495.5868333
Mozambique,Africa,1962,36.161,7.788944,556.6863539
Mozambique,Africa,1967,38.113,8.680909,566.6691539
Mozambique,Africa,1972,40.328,9.809596,724.9178037
Mozambique,Africa,1977,42.495,11.127868,502.3197334
Mozambique,Africa,1982,42.795,12.587223,462.2114149
Mozambique,Africa,1987,42.861,12.891952,389.8761846
Mozambique,Africa,1992,44.284,13.160731,410.8968239
Mozambique,Africa,1997,46.344,16.603334,472.3460771
Mozambique,Africa,2002,44.026,18.47378,633.6179466
Mozambique,Africa,2007,42.082,19.951656,823.6856205
Myanmar,Asia,1952,36.319,20.092996,331.0
Myanmar,Asia,1957,41.905,21.731844,350.0
Myanmar,Asia,1962,45.108,23.634436,388.0
Myanmar,Asia,1967,49.379,25.870271,349.0
Myanmar,Asia,1972,53.07,28.46639,357.0
Myanmar,Asia,1977,56.059,31.528087,371.0
Myanmar,Asia,1982,58.056,34.680442,424.0
Myanmar,Asia,1987,58.339,38.028578,385.0
Myanmar,Asia,1992,59.32,40.546538,347.0
Myanmar,Asia,1997,60.328,43.247867,415.0
Myanmar,Asia,2002,59.908,45.598081,611.0
Myanmar,Asia,2007,62.069,47.76198,944.0
Namibia,Africa,1952,41.725,0.485831,2423.780443
Namibia,Africa,1957,45.226,0.54808,2621.448058
Namibia,Africa,1962,48.386,0.621392,3173.215595
Namibia,Africa,1967,51.159,0.70664,3793.694753
Namibia,Africa,1972,53.867,0.821782,3746.080948
Namibia,Africa,1977,56.437,0.977026,3876.485958
Namibia,Africa,1982,58.968,1.09901,4191.100511
Namibia,Africa,1987,60.835,1.278184,3693.731337
Namibia,Africa,1992,61.999,1.554253,3804.537999
Namibia,Africa,1997,58.909,1.774766,3899.52426
Namibia,Africa,2002,51.479,1.972153,4072.324751
Namibia,Africa,2007,52.906,2.05508,4811.060429
Nepal,Asia,1952,36.157,9.182536,545.8657229
Nepal,Asia,1957,37.686,9.682338,597.9363558
Nepal,Asia,1962,39.393,10.332057,652.3968593
Nepal,Asia,1967,41.472,11.26169,676.4422254
Nepal,Asia,1972,43.971,12.412593,674.7881296
Nepal,Asia,1977,46.748,13.933198,694.1124398
Nepal,Asia,1982,49.594,15.796314,718.3730947
Nepal,Asia,1987,52.537,17.91718,775.6324501
Nepal,Asia,1992,55.727,20.326209,897.7403604
Nepal,Asia,1997,59.426,23.001113,1010.892138
Nepal,Asia,2002,61.34,25.873917,1057.206311
Nepal,Asia,2007,63.785,28.90179,1091.359778
Netherlands,Europe,1952,72.13,10.381988,8941.571858
Netherlands,Europe,1957,72.99,11.026383,11276.19344
Netherlands,Europe,1962,73.23,11.805689,12790.84956
Netherlands,Europe,1967,73.82,12.596822,15363.25136
Netherlands,Europe,1972,73.75,13.329874,18794.74567
Netherlands,Europe,1977,75.24,13.852989,21209.0592
Netherlands,Europe,1982,76.05,14.310401,21399.46046
Netherlands,Europe,1987,76.83,14.665278,23651.32361
Netherlands,Europe,1992,77.42,15.174244,26790.94961
Netherlands,Europe,1997,78.03,15.604464,30246.13063
Netherlands,Europe,2002,78.53,16.12283,33724.75778
Netherlands,Europe,2007,79.762,16.570613,36797.93332
New Zealand,Oceania,1952,69.39,1.994794,10556.57566
New Zealand,Oceania,1957,70.26,2.229407,12247.39532
New Zealand,Oceania,1962,71.24,2.48855,13175.678
New Zealand,Oceania,1967,71.52,2.72815,14463.91893
New Zealand,Oceania,1972,71.89,2.9291,16046.03728
New Zealand,Oceania,1977,72.22,3.1649,16233.7177
New Zealand,Oceania,1982,73.84,3.21065,17632.4104
New Zealand,Oceania,1987,74.32,3.317166,19007.19129
New Zealand,Oceania,1992,76.33,3.437674,18363.32494
New Zealand,Oceania,1997,77.55,3.676187,21050.41377
New Zealand,Oceania,2002,79.11,3.908037,23189.80135
New Zealand,Oceania,2007,80.204,4.115771,25185.00911
Nicaragua,Americas,1952,42.314,1.16579,3112.363948
Nicaragua,Americas,1957,45.432,1.358828,3457.415947
Nicaragua,Americas,1962,48.632,1.590597,3634.364406
Nicaragua,Americas,1967,51.884,1.86549,4643.393534
Nicaragua,Americas,1972,55.151,2.182908,4688.593267
Nicaragua,Americas,1977,57.47,2.554598,5486.371089
Nicaragua,Americas,1982,59.298,2.979423,3470.338156
Nicaragua,Americas,1987,62.008,3.344353,2955.984375
Nicaragua,Americas,1992,65.843,4.017939,2170.151724
Nicaragua,Americas,1997,68.426,4.609572,2253.023004
Nicaragua,Americas,2002,70.836,5.146848,2474.548819
Nicaragua,Americas,2007,72.899,5.675356,2749.320965
Niger,Africa,1952,37.444,3.379468,761.879376
Niger,Africa,1957,38.598,3.692184,835.5234025
Niger,Africa,1962,39.487,4.076008,997.7661127
Niger,Africa,1967,40.118,4.534062,1054.384891
Niger,Africa,1972,40.546,5.060262,954.2092363
Niger,Africa,1977,41.291,5.682086,808.8970728
Niger,Africa,1982,42.598,6.437188,909.7221354
Niger,Africa,1987,44.555,7.332638,668.3000228
Niger,Africa,1992,47.391,8.392818,581.182725
Niger,Africa,1997,51.313,9.666252,580.3052092
Niger,Africa,2002,54.496,11.140655,601.0745012
Niger,Africa,2007,56.867,12.894865,619.6768924
Nigeria,Africa,1952,36.324,33.119096,1077.281856
Nigeria,Africa,1957,37.802,37.17334,1100.592563
Nigeria,Africa,1962,39.36,41.871351,1150.927478
Nigeria,Africa,1967,41.04,47.287752,1014.514104
Nigeria,Africa,1972,42.821,53.740085,1698.388838
Nigeria,Africa,1977,44.514,62.209173,1981.951806
Nigeria,Africa,1982,45.826,73.039376,1576.97375
Nigeria,Africa,1987,46.886,81.55152,1385.029563
Nigeria,Africa,1992,47.472,93.364244,1619.848217
Nigeria,Africa,1997,47.464,106.207839,1624.941275
Nigeria,Africa,2002,46.608,119.901274,1615.286395
Nigeria,Africa,2007,46.859,135.031164,2013.977305
Norway,Europe,1952,72.67,3.327728,10095.42172
Norway,Europe,1957,73.44,3.491938,11653.97304
Norway,Europe,1962,73.47,3.638919,13450.40151
Norway,Europe,1967,74.08,3.786019,16361.87647
Norway,Europe,1972,74.34,3.933004,18965.05551
Norway,Europe,1977,75.37,4.043205,23311.34939
Norway,Europe,1982,75.97,4.114787,26298.63531
Norway,Europe,1987,75.89,4.186147,31540.9748
Norway,Europe,1992,77.32,4.286357,33965.66115
Norway,Europe,1997,78.32,4.405672,41283.16433
Norway,Europe,2002,79.05,4.535591,44683.97525
Norway,Europe,2007,80.196,4.627926,49357.19017
Oman,Asia,1952,37.578,0.507833,1828.230307
Oman,Asia,1957,40.08,0.561977,2242.746551
Oman,Asia,1962,43.165,0.628164,2924.638113
Oman,Asia,1967,46.988,0.714775,4720.942687
Oman,Asia,1972,52.143,0.82905,10618.03855
Oman,Asia,1977,57.367,1.004533,11848.34392
Oman,Asia,1982,62.728,1.301048,12954.79101
Oman,Asia,1987,67.734,1.593882,18115.22313
Oman,Asia,1992,71.197,1.915208,18616.70691
Oman,Asia,1997,72.499,2.283635,19702.05581
Oman,Asia,2002,74.193,2.713462,19774.83687
Oman,Asia,2007,75.64,3.204897,22316.19287
Pakistan,Asia,1952,43.436,41.34656,684.5971438
Pakistan,Asia,1957,45.557,46.679944,747.0835292
Pakistan,Asia,1962,47.67,53.100671,803.3427418
Pakistan,Asia,1967,49.8,60.641899,942.4082588
Pakistan,Asia,1972,51.929,69.325921,1049.938981
Pakistan,Asia,1977,54.043,78.152686,1175.921193
Pakistan,Asia,1982,56.158,91.462088,1443.429832
Pakistan,Asia,1987,58.245,105.186881,1704.686583
Pakistan,Asia,1992,60.838,120.065004,1971.829464
Pakistan,Asia,1997,61.818,135.564834,2049.350521
Pakistan,Asia,2002,63.61,153.403524,2092.712441
Pakistan,Asia,2007,65.483,169.270617,2605.94758
Panama,Americas,1952,55.191,0.94008,2480.380334
Panama,Americas,1957,59.201,1.063506,2961.800905
Panama,Americas,1962,61.817,1.215725,3536.540301
Panama,Americas,1967,64.071,1.405486,4421.009084
Panama,Americas,1972,66.216,1.616384,5364.249663
Panama,Americas,1977,68.681,1.839782,5351.912144
Panama,Americas,1982,70.472,2.036305,7009.601598
Panama,Americas,1987,71.523,2.253639,7034.779161
Panama,Americas,1992,72.462,2.484997,6618.74305
Panama,Americas,1997,73.738,2.734531,7113.692252
Panama,Americas,2002,74.712,2.990875,7356.031934
Panama,Americas,2007,75.537,3.242173,9809.185636
Paraguay,Americas,1952,62.649,1.555876,1952.308701
Paraguay,Americas,1957,63.196,1.770902,2046.154706
Paraguay,Americas,1962,64.361,2.009813,2148.027146
Paraguay,Americas,1967,64.951,2.287985,2299.376311
Paraguay,Americas,1972,65.815,2.614104,2523.337977
Paraguay,Americas,1977,66.353,2.984494,3248.373311
Paraguay,Americas,1982,66.874,3.366439,4258.503604
Paraguay,Americas,1987,67.378,3.886512,3998.875695
Paraguay,Americas,1992,68.225,4.483945,4196.411078
Paraguay,Americas,1997,69.4,5.154123,4247.400261
Paraguay,Americas,2002,70.755,5.884491,3783.674243
Paraguay,Americas,2007,71.752,6.667147,4172.838464
Peru,Americas,1952,43.902,8.0257,3758.523437
Peru,Americas,1957,46.263,9.1461,4245.256698
Peru,Americas,1962,49.096,10.5165,4957.037982
Peru,Americas,1967,51.445,12.1322,5788.09333
Peru,Americas,1972,55.448,13.9547,5937.827283
Peru,Americas,1977,58.447,15.990099,6281.290855
Peru,Americas,1982,61.406,18.125129,6434.501797
Peru,Americas,1987,64.134,20.195924,6360.943444
Peru,Americas,1992,66.458,22.430449,4446.380924
Peru,Americas,1997,68.386,24.748122,5838.347657
Peru,Americas,2002,69.906,26.769436,5909.020073
Peru,Americas,2007,71.421,28.674757,7408.905561
Philippines,Asia,1952,47.752,22.438691,1272.880995
Philippines,Asia,1957,51.334,26.072194,1547.944844
Philippines,Asia,1962,54.757,30.325264,1649.552153
Philippines,Asia,1967,56.393,35.3566,1814.12743
Philippines,Asia,1972,58.065,40.850141,1989.37407
Philippines,Asia,1977,60.06,46.850962,2373.204287
Philippines,Asia,1982,62.082,53.456774,2603.273765
Philippines,Asia,1987,64.151,60.017788,2189.634995
Philippines,Asia,1992,66.458,67.185766,2279.324017
Philippines,Asia,1997,68.564,75.012988,2536.534925
Philippines,Asia,2002,70.303,82.995088,2650.921068
Philippines,Asia,2007,71.688,91.077287,3190.481016
Poland,Europe,1952,61.31,25.730551,4029.329699
Poland,Europe,1957,65.77,28.235346,4734.253019
Poland,Europe,1962,67.64,30.329617,5338.752143
Poland,Europe,1967,69.61,31.785378,6557.152776
Poland,Europe,1972,70.85,33.039545,8006.506993
Poland,Europe,1977,70.67,34.621254,9508.141454
Poland,Europe,1982,71.32,36.227381,8451.531004
Poland,Europe,1987,70.98,37.74071,9082.351172
Poland,Europe,1992,70.99,38.370697,7738.881247
Poland,Europe,1997,72.75,38.654957,10159.58368
Poland,Europe,2002,74.67,38.625976,12002.23908
Poland,Europe,2007,75.563,38.518241,15389.92468
Portugal,Europe,1952,59.82,8.52605,3068.319867
Portugal,Europe,1957,61.51,8.81765,3774.571743
Portugal,Europe,1962,64.39,9.0198,4727.954889
Portugal,Europe,1967,66.6,9.103,6361.517993
Portugal,Europe,1972,69.26,8.97045,9022.247417
Portugal,Europe,1977,70.41,9.6626,10172.48572
Portugal,Europe,1982,72.77,9.85965,11753.84291
Portugal,Europe,1987,74.06,9.915289,13039.30876
Portugal,Europe,1992,74.86,9.92768,16207.26663
Portugal,Europe,1997,75.97,10.156415,17641.03156
Portugal,Europe,2002,77.29,10.433867,19970.90787
Portugal,Europe,2007,78.098,10.642836,20509.64777
Puerto Rico,Americas,1952,64.28,2.227,3081.959785
Puerto Rico,Americas,1957,68.54,2.26,3907.156189
Puerto Rico,Americas,1962,69.62,2.448046,5108.34463
Puerto Rico,Americas,1967,71.1,2.648961,6929.277714
Puerto Rico,Americas,1972,72.16,2.847132,9123.041742
Puerto Rico,Americas,1977,73.44,3.080828,9770.524921
Puerto Rico,Americas,1982,73.75,3.279001,10330.98915
Puerto Rico,Americas,1987,74.63,3.444468,12281.34191
Puerto Rico,Americas,1992,73.911,3.585176,14641.58711
Puerto Rico,Americas,1997,74.917,3.75943,16999.4333
Puerto Rico,Americas,2002,77.778,3.859606,18855.60618
Puerto Rico,Americas,2007,78.746,3.942491,19328.70901
Reunion,Africa,1952,52.724,0.2577,2718.885295
Reunion,Africa,1957,55.09,0.3087,2769.451844
Reunion,Africa,1962,57.666,0.3589,3173.72334
Reunion,Africa,1967,60.542,0.414024,4021.175739
Reunion,Africa,1972,64.274,0.461633,5047.658563
Reunion,Africa,1977,67.064,0.492095,4319.804067
Reunion,Africa,1982,69.885,0.51781,5267.219353
Reunion,Africa,1987,71.913,0.562035,5303.377488
Reunion,Africa,1992,73.615,0.622191,6101.255823
Reunion,Africa,1997,74.772,0.68481,6071.941411
Reunion,Africa,2002,75.744,0.743981,6316.1652
Reunion,Africa,2007,76.442,0.798094,7670.122558
Romania,Europe,1952,61.05,16.63,3144.613186
Romania,Europe,1957,64.1,17.829327,3943.370225
Romania,Europe,1962,66.8,18.680721,4734.997586
Romania,Europe,1967,66.8,19.284814,6470.866545
Romania,Europe,1972,69.21,20.662648,8011.414402
Romania,Europe,1977,69.46,21.658597,9356.39724
Romania,Europe,1982,69.66,22.356726,9605.314053
Romania,Europe,1987,69.53,22.686371,9696.273295
Romania,Europe,1992,69.36,22.797027,6598.409903
Romania,Europe,1997,69.72,22.562458,7346.547557
Romania,Europe,2002,71.322,22.404337,7885.360081
Romania,Europe,2007,72.476,22.276056,10808.47561
Rwanda,Africa,1952,40.0,2.534927,493.3238752
Rwanda,Africa,1957,41.5,2.822082,540.2893983
Rwanda,Africa,1962,43.0,3.051242,597.4730727
Rwanda,Africa,1967,44.1,3.451079,510.9637142
Rwanda,Africa,1972,44.6,3.992121,590.5806638
Rwanda,Africa,1977,45.0,4.657072,670.0806011
Rwanda,Africa,1982,46.218,5.507565,881.5706467
Rwanda,Africa,1987,44.02,6.349365,847.991217
Rwanda,Africa,1992,23.599,7.290203,737.0685949
Rwanda,Africa,1997,36.087,7.212583,589.9445051
Rwanda,Africa,2002,43.413,7.852401,785.6537648
Rwanda,Africa,2007,46.242,8.860588,863.0884639
Sao Tome and Principe,Africa,1952,46.471,0.060011,879.5835855
Sao Tome and Principe,Africa,1957,48.945,0.061325,860.7369026
Sao Tome and Principe,Africa,1962,51.893,0.065345,1071.551119
Sao Tome and Principe,Africa,1967,54.425,0.070787,1384.840593
Sao Tome and Principe,Africa,1972,56.48,0.076595,1532.985254
Sao Tome and Principe,Africa,1977,58.55,0.086796,1737.561657
Sao Tome and Principe,Africa,1982,60.351,0.098593,1890.218117
Sao Tome and Principe,Africa,1987,61.728,0.110812,1516.525457
Sao Tome and Principe,Africa,1992,62.742,0.125911,1428.777814
Sao Tome and Principe,Africa,1997,63.306,0.145608,1339.076036
Sao Tome and Principe,Africa,2002,64.337,0.170372,1353.09239
Sao Tome and Principe,Africa,2007,65.528,0.199579,1598.435089
Saudi Arabia,Asia,1952,39.875,4.005677,6459.554823
Saudi Arabia,Asia,1957,42.868,4.41965,8157.591248
Saudi Arabia,Asia,1962,45.914,4.943029,11626.41975
Saudi Arabia,Asia,1967,49.901,5.618198,16903.04886
Saudi Arabia,Asia,1972,53.886,6.472756,24837.42865
Saudi Arabia,Asia,1977,58.69,8.128505,34167.7626
Saudi Arabia,Asia,1982,63.012,11.254672,33693.17525
Saudi Arabia,Asia,1987,66.295,14.619745,21198.26136
Saudi Arabia,Asia,1992,68.768,16.945857,24841.61777
Saudi Arabia,Asia,1997,70.533,21.229759,20586.69019
Saudi Arabia,Asia,2002,71.626,24.50153,19014.54118
Saudi Arabia,Asia,2007,72.777,27.601038,21654.83194
Senegal,Africa,1952,37.278,2.755589,1450.356983
Senegal,Africa,1957,39.329,3.054547,1567.653006
Senegal,Africa,1962,41.454,3.430243,1654.988723
Senegal,Africa,1967,43.563,3.965841,1612.404632
Senegal,Africa,1972,45.815,4.588696,1597.712056
Senegal,Africa,1977,48.879,5.260855,1561.769116
Senegal,Africa,1982,52.379,6.147783,1518.479984
Senegal,Africa,1987,55.769,7.171347,1441.72072
Senegal,Africa,1992,58.196,8.30792,1367.899369
Senegal,Africa,1997,60.187,9.535314,1392.368347
Senegal,Africa,2002,61.6,10.870037,1519.635262
Senegal,Africa,2007,63.062,12.267493,1712.472136
Serbia,Europe,1952,57.996,6.860147,3581.459448
Serbia,Europe,1957,61.685,7.271135,4981.090891
Serbia,Europe,1962,64.531,7.61606,6289.629157
Serbia,Europe,1967,66.914,7.971222,7991.707066
Serbia,Europe,1972,68.7,8.313288,10522.06749
Serbia,Europe,1977,70.3,8.686367,12980.66956
Serbia,Europe,1982,70.162,9.032824,15181.0927
Serbia,Europe,1987,71.218,9.230783,15870.87851
Serbia,Europe,1992,71.659,9.826397,9325.068238
Serbia,Europe,1997,72.232,10.336594,7914.320304
Serbia,Europe,2002,73.213,10.111559,7236.075251
Serbia,Europe,2007,74.002,10.150265,9786.534714
Sierra Leone,Africa,1952,30.331,2.143249,879.7877358
Sierra Leone,Africa,1957,31.57,2.295678,1004.484437
Sierra Leone,Africa,1962,32.767,2.467895,1116.639877
Sierra Leone,Africa,1967,34.113,2.66219,1206.043465
Sierra Leone,Africa,1972,35.4,2.879013,1353.759762
Sierra Leone,Africa,1977,36.788,3.140897,1348.285159
Sierra Leone,Africa,1982,38.445,3.464522,1465.010784
Sierra Leone,Africa,1987,40.006,3.868905,1294.447788
Sierra Leone,Africa,1992,38.333,4.260884,1068.696278
Sierra Leone,Africa,1997,39.897,4.578212,574.6481576
Sierra Leone,Africa,2002,41.012,5.359092,699.489713
Sierra Leone,Africa,2007,42.568,6.144562,862.5407561
Singapore,Asia,1952,60.396,1.127,2315.138227
Singapore,Asia,1957,63.179,1.445929,2843.104409
Singapore,Asia,1962,65.798,1.7502,3674.735572
Singapore,Asia,1967,67.946,1.9776,4977.41854
Singapore,Asia,1972,69.521,2.1524,8597.756202
Singapore,Asia,1977,70.795,2.3253,11210.08948
Singapore,Asia,1982,71.76,2.651869,15169.16112
Singapore,Asia,1987,73.56,2.794552,18861.53081
Singapore,Asia,1992,75.788,3.235865,24769.8912
Singapore,Asia,1997,77.158,3.802309,33519.4766
Singapore,Asia,2002,78.77,4.197776,36023.1054
Singapore,Asia,2007,79.972,4.553009,47143.17964
Slovak Republic,Europe,1952,64.36,3.558137,5074.659104
Slovak Republic,Europe,1957,67.45,3.844277,6093.26298
Slovak Republic,Europe,1962,70.33,4.237384,7481.107598
Slovak Republic,Europe,1967,70.98,4.442238,8412.902397
Slovak Republic,Europe,1972,70.35,4.593433,9674.167626
Slovak Republic,Europe,1977,70.45,4.827803,10922.66404
Slovak Republic,Europe,1982,70.8,5.048043,11348.54585
Slovak Republic,Europe,1987,71.08,5.199318,12037.26758
Slovak Republic,Europe,1992,71.38,5.302888,9498.467723
Slovak Republic,Europe,1997,72.71,5.38301,12126.23065
Slovak Republic,Europe,2002,73.8,5.410052,13638.77837
Slovak Republic,Europe,2007,74.663,5.447502,18678.31435
Slovenia,Europe,1952,65.57,1.489518,4215.041741
Slovenia,Europe,1957,67.85,1.53307,5862.276629
Slovenia,Europe,1962,69.15,1.582962,7402.303395
Slovenia,Europe,1967,69.18,1.646912,9405.489397
Slovenia,Europe,1972,69.82,1.69451,12383.4862
Slovenia,Europe,1977,70.97,1.746919,15277.03017
Slovenia,Europe,1982,71.063,1.861252,17866.72175
Slovenia,Europe,1987,72.25,1.94587,18678.53492
Slovenia,Europe,1992,73.64,1.99921,14214.71681
Slovenia,Europe,1997,75.13,2.011612,17161.10735
Slovenia,Europe,2002,76.66,2.011497,20660.01936
Slovenia,Europe,2007,77.926,2.009245,25768.25759
Somalia,Africa,1952,32.978,2.526994,1135.749842
Somalia,Africa,1957,34.977,2.780415,1258.147413
Somalia,Africa,1962,36.981,3.080153,1369.488336
Somalia,Africa,1967,38.977,3.428839,1284.73318
Somalia,Africa,1972,40.973,3.840161,1254.576127
Somalia,Africa,1977,41.974,4.353666,1450.992513
Somalia,Africa,1982,42.955,5.828892,1176.807031
Somalia,Africa,1987,44.501,6.921858,1093.244963
Somalia,Africa,1992,39.658,6.099799,926.9602964
Somalia,Africa,1997,43.795,6.633514,930.5964284
Somalia,Africa,2002,45.936,7.75331,882.0818218
Somalia,Africa,2007,48.159,9.118773,926.1410683
South Africa,Africa,1952,45.009,14.264935,4725.295531
South Africa,Africa,1957,47.985,16.151549,5487.104219
South Africa,Africa,1962,49.951,18.356657,5768.729717
South Africa,Africa,1967,51.927,20.997321,7114.477971
South Africa,Africa,1972,53.696,23.93581,7765.962636
South Africa,Africa,1977,55.527,27.129932,8028.651439
South Africa,Africa,1982,58.161,31.140029,8568.266228
South Africa,Africa,1987,60.834,35.933379,7825.823398
South Africa,Africa,1992,61.888,39.964159,7225.069258
South Africa,Africa,1997,60.236,42.835005,7479.188244
South Africa,Africa,2002,53.365,44.433622,7710.946444
South Africa,Africa,2007,49.339,43.997828,9269.657808
Spain,Europe,1952,64.94,28.54987,3834.034742
Spain,Europe,1957,66.66,29.841614,4564.80241
Spain,Europe,1962,69.69,31.158061,5693.843879
Spain,Europe,1967,71.44,32.850275,7993.512294
Spain,Europe,1972,73.06,34.513161,10638.75131
Spain,Europe,1977,74.39,36.439,13236.92117
Spain,Europe,1982,76.3,37.98331,13926.16997
Spain,Europe,1987,76.9,38.880702,15764.98313
Spain,Europe,1992,77.57,39.549438,18603.06452
Spain,Europe,1997,78.77,39.855442,20445.29896
Spain,Europe,2002,79.78,40.152517,24835.47166
Spain,Europe,2007,80.941,40.448191,28821.0637
Sri Lanka,Asia,1952,57.593,7.982342,1083.53203
Sri Lanka,Asia,1957,61.456,9.128546,1072.546602
Sri Lanka,Asia,1962,62.192,10.421936,1074.47196
Sri Lanka,Asia,1967,64.266,11.737396,1135.514326
Sri Lanka,Asia,1972,65.042,13.016733,1213.39553
Sri Lanka,Asia,1977,65.949,14.116836,1348.775651
Sri Lanka,Asia,1982,68.757,15.410151,1648.079789
Sri Lanka,Asia,1987,69.011,16.495304,1876.766827
Sri Lanka,Asia,1992,70.379,17.58706,2153.739222
Sri Lanka,Asia,1997,70.457,18.698655,2664.477257
Sri Lanka,Asia,2002,70.815,19.576783,3015.378833
Sri Lanka,Asia,2007,72.396,20.378239,3970.095407
Sudan,Africa,1952,38.635,8.504667,1615.991129
Sudan,Africa,1957,39.624,9.753392,1770.337074
Sudan,Africa,1962,40.87,11.183227,1959.593767
Sudan,Africa,1967,42.858,12.716129,1687.997641
Sudan,Africa,1972,45.083,14.597019,1659.652775
Sudan,Africa,1977,47.8,17.104986,2202.988423
Sudan,Africa,1982,50.338,20.367053,1895.544073
Sudan,Africa,1987,51.744,24.72596,1507.819159
Sudan,Africa,1992,53.556,28.227588,1492.197043
Sudan,Africa,1997,55.373,32.160729,1632.210764
Sudan,Africa,2002,56.369,37.090298,1993.398314
Sudan,Africa,2007,58.556,42.292929,2602.394995
Swaziland,Africa,1952,41.407,0.290243,1148.376626
Swaziland,Africa,1957,43.424,0.326741,1244.708364
Swaziland,Africa,1962,44.992,0.370006,1856.182125
Swaziland,Africa,1967,46.633,0.42069,2613.101665
Swaziland,Africa,1972,49.552,0.480105,3364.836625
Swaziland,Africa,1977,52.537,0.551425,3781.410618
Swaziland,Africa,1982,55.561,0.649901,3895.384018
Swaziland,Africa,1987,57.678,0.779348,3984.839812
Swaziland,Africa,1992,58.474,0.962344,3553.0224
Swaziland,Africa,1997,54.289,1.054486,3876.76846
Swaziland,Africa,2002,43.869,1.130269,4128.116943
Swaziland,Africa,2007,39.613,1.133066,4513.480643
Sweden,Europe,1952,71.86,7.124673,8527.844662
Sweden,Europe,1957,72.49,7.363802,9911.878226
Sweden,Europe,1962,73.37,7.561588,12329.44192
Sweden,Europe,1967,74.16,7.867931,15258.29697
Sweden,Europe,1972,74.72,8.122293,17832.02464
Sweden,Europe,1977,75.44,8.251648,18855.72521
Sweden,Europe,1982,76.42,8.32526,20667.38125
Sweden,Europe,1987,77.19,8.421403,23586.92927
Sweden,Europe,1992,78.16,8.718867,23880.01683
Sweden,Europe,1997,79.39,8.897619,25266.59499
Sweden,Europe,2002,80.04,8.954175,29341.63093
Sweden,Europe,2007,80.884,9.031088,33859.74835
Switzerland,Europe,1952,69.62,4.815,14734.23275
Switzerland,Europe,1957,70.56,5.126,17909.48973
Switzerland,Europe,1962,71.32,5.666,20431.0927
Switzerland,Europe,1967,72.77,6.063,22966.14432
Switzerland,Europe,1972,73.78,6.4014,27195.11304
Switzerland,Europe,1977,75.39,6.316424,26982.29052
Switzerland,Europe,1982,76.21,6.468126,28397.71512
Switzerland,Europe,1987,77.41,6.649942,30281.70459
Switzerland,Europe,1992,78.03,6.995447,31871.5303
Switzerland,Europe,1997,79.37,7.193761,32135.32301
Switzerland,Europe,2002,80.62,7.361757,34480.95771
Switzerland,Europe,2007,81.701,7.554661,37506.41907
Syria,Asia,1952,45.883,3.661549,1643.485354
Syria,Asia,1957,48.284,4.149908,2117.234893
Syria,Asia,1962,50.305,4.834621,2193.037133
Syria,Asia,1967,53.655,5.680812,1881.923632
Syria,Asia,1972,57.296,6.701172,2571.423014
Syria,Asia,1977,61.195,7.932503,3195.484582
Syria,Asia,1982,64.59,9.410494,3761.837715
Syria,Asia,1987,66.974,11.242847,3116.774285
Syria,Asia,1992,69.249,13.219062,3340.542768
Syria,Asia,1997,71.527,15.081016,4014.238972
Syria,Asia,2002,73.053,17.155814,4090.925331
Syria,Asia,2007,74.143,19.314747,4184.548089
Taiwan,Asia,1952,58.5,8.550362,1206.947913
Taiwan,Asia,1957,62.4,10.164215,1507.86129
Taiwan,Asia,1962,65.2,11.918938,1822.879028
Taiwan,Asia,1967,67.5,13.648692,2643.858681
Taiwan,Asia,1972,69.39,15.226039,4062.523897
Taiwan,Asia,1977,70.59,16.785196,5596.519826
Taiwan,Asia,1982,72.16,18.50139,7426.354774
Taiwan,Asia,1987,73.4,19.757799,11054.56175
Taiwan,Asia,1992,74.26,20.686918,15215.6579
